parameter,bin_index,bin_left,bin_right,bin_center,exp_normalized_loglikelihood
param_9,24,0.7539822368615503,0.7853981633974483,0.7696902001294993,-8829088210.7167
param_9,25,0.7853981633974483,0.8168140899333463,0.8011061266653973,-3287528167.12916
param_9,26,0.8168140899333463,0.8482300164692441,0.8325220532012951,-2485712474.873274
param_9,27,0.8482300164692441,0.8796459430051421,0.8639379797371931,-3881776701.156503
param_9,28,0.8796459430051421,0.9110618695410401,0.8953539062730911,-5431263465.649951
param_9,29,0.9110618695410401,0.9424777960769378,0.926769832808989,-5955277866.521634
param_9,30,0.9424777960769378,0.9738937226128358,0.9581857593448868,-3480561067.095851
param_9,31,0.9738937226128358,1.005309649148734,0.989601685880785,-4301640548.842566
param_9,32,1.005309649148734,1.036725575684632,1.0210176124166832,-3565572169.983283
param_9,33,1.036725575684632,1.06814150222053,1.052433538952581,-3722387346.443827
param_9,34,1.06814150222053,1.099557428756428,1.0838494654884792,-3212866184.331277
param_9,35,1.099557428756428,1.130973355292326,1.115265392024377,-5423308159.425272
param_9,36,1.130973355292326,1.162389281828224,1.146681318560275,-16241388640.20392
param_9,37,1.162389281828224,1.193805208364121,1.1780972450961724,-8926371861.95446
param_9,38,1.193805208364121,1.225221134900019,1.2095131716320702,-1744325305.887444
param_9,39,1.225221134900019,1.256637061435917,1.240929098167968,-8102907655.365866
param_9,40,1.256637061435917,1.288052987971815,1.2723450247038661,-2229825926.838265
param_9,41,1.288052987971815,1.319468914507713,1.3037609512397639,-10838288157.50361
param_9,42,1.319468914507713,1.350884841043611,1.335176877775662,-3840775264.098783
param_9,43,1.350884841043611,1.382300767579509,1.3665928043115598,-1805582809.289748
param_9,44,1.382300767579509,1.413716694115407,1.398008730847458,-2956246854.618772
param_9,45,1.413716694115407,1.445132620651305,1.429424657383356,-10034493848.165
param_9,46,1.445132620651305,1.476548547187203,1.460840583919254,-7312653108.658178
param_9,47,1.476548547187203,1.507964473723101,1.4922565104551522,-5186241874.343801
param_9,48,1.507964473723101,1.539380400258999,1.52367243699105,-2542410747.619509
param_9,49,1.539380400258999,1.570796326794897,1.5550883635269481,-6263174866.687349
param_9,50,1.570796326794897,1.602212253330795,1.5865042900628459,-5676457160.572544
param_9,51,1.602212253330795,1.633628179866693,1.617920216598744,-5852994812.229816
param_9,52,1.633628179866693,1.66504410640259,1.6493361431346414,-4491583460.826466
param_9,53,1.66504410640259,1.696460032938488,1.6807520696705391,-4020790668.459028
param_9,54,1.696460032938488,1.727875959474386,1.712167996206437,-6917264590.975755
param_9,55,1.727875959474386,1.759291886010284,1.743583922742335,-2273549641.764672
param_9,56,1.759291886010284,1.790707812546182,1.7749998492782328,-4811687085.392946
param_9,57,1.790707812546182,1.82212373908208,1.806415775814131,-4084817919.829751
param_9,58,1.82212373908208,1.853539665617978,1.8378317023500288,-6608108684.563239
param_9,59,1.853539665617978,1.884955592153876,1.869247628885927,-1904506246.769652
param_9,60,1.884955592153876,1.916371518689774,1.9006635554218252,-1371751338.081624
param_9,61,1.916371518689774,1.947787445225672,1.932079481957723,-5627838164.377474
param_9,62,1.947787445225672,1.97920337176157,1.9634954084936211,-1517050257.193229
param_9,63,1.97920337176157,2.010619298297468,1.9949113350295191,-4357118226.343495
param_9,64,2.010619298297468,2.042035224833366,2.026327261565417,-2469563372.624613
param_9,65,2.042035224833366,2.073451151369264,2.0577431881013153,-8407379161.275382
param_9,66,2.073451151369264,2.104867077905161,2.0891591146372126,-5197911642.590034
param_9,67,2.104867077905161,2.13628300444106,2.120575041173111,-1511376312.018876
param_9,68,2.13628300444106,2.167698930976957,2.1519909677090086,-1793603056.90216
param_9,69,2.167698930976957,2.199114857512855,2.1834068942449063,-4224705780.94351
param_9,70,2.199114857512855,2.230530784048753,2.214822820780804,-4783501910.898814
param_9,71,2.230530784048753,2.261946710584651,2.246238747316702,-6430882343.324257
param_9,72,2.261946710584651,2.293362637120549,2.2776546738526,-3068189722.543684
param_9,73,2.293362637120549,2.324778563656447,2.309070600388498,-3035467471.824391
param_9,74,2.324778563656447,2.356194490192345,2.340486526924396,-4285959614.525064
param_9,75,2.356194490192345,2.387610416728243,2.3719024534602937,-3215628067.583581
param_9,76,2.387610416728243,2.419026343264141,2.403318379996192,-1673671352.260724
param_9,77,2.419026343264141,2.450442269800039,2.43473430653209,-10023697137.98407
param_9,78,2.450442269800039,2.481858196335937,2.466150233067988,-1982856630.736935
param_9,79,2.481858196335937,2.513274122871834,2.4975661596038856,-2224603333.023029
param_9,80,2.513274122871834,2.544690049407732,2.528982086139783,-7453003644.722443
param_9,81,2.544690049407732,2.57610597594363,2.560398012675681,-2829176182.641245
param_9,82,2.57610597594363,2.607521902479529,2.5918139392115798,-2637590227.271612
param_9,83,2.607521902479529,2.638937829015426,2.6232298657474775,-12076708949.31721
param_9,84,2.638937829015426,2.670353755551324,2.6546457922833753,-6862552438.323718
param_9,85,2.670353755551324,2.701769682087222,2.686061718819273,-5316617317.281617
param_9,86,2.701769682087222,2.73318560862312,2.717477645355171,-9156905728.873842
param_9,87,2.73318560862312,2.764601535159018,2.748893571891069,-8140136534.559427
param_9,88,2.764601535159018,2.796017461694916,2.780309498426967,-4483199381.761678
param_9,89,2.796017461694916,2.827433388230814,2.811725424962865,-11676264410.48293
param_9,90,2.827433388230814,2.858849314766712,2.8431413514987627,-2827777601.44995
param_9,91,2.858849314766712,2.890265241302609,2.8745572780346604,-1682227993.063506
param_9,92,2.890265241302609,2.921681167838508,2.905973204570558,-3540668233.399261
param_9,93,2.921681167838508,2.953097094374406,2.937389131106457,-10474428889.21184
param_9,94,2.953097094374406,2.984513020910303,2.9688050576423546,-1990231538.891356
param_9,95,2.984513020910303,3.015928947446201,3.0002209841782523,-3180777889.273621
param_9,96,3.015928947446201,3.047344873982099,3.03163691071415,-4131877526.117839
param_9,97,3.047344873982099,3.078760800517997,3.063052837250048,-2870061458.886582
param_9,98,3.078760800517997,3.110176727053895,3.094468763785946,-5567476411.998086
param_9,99,3.110176727053895,3.141592653589793,3.1258846903218442,0.0
param_10,0,0.0,0.06283185307179587,0.031415926535897934,-4645481964.098679
param_10,1,0.06283185307179587,0.1256637061435917,0.09424777960769379,-4706399545.545105
param_10,2,0.1256637061435917,0.1884955592153876,0.15707963267948966,-5412987731.962275
param_10,3,0.1884955592153876,0.2513274122871835,0.21991148575128555,-4385601604.399175
param_10,4,0.2513274122871835,0.3141592653589793,0.28274333882308145,-4964688745.640281
param_10,5,0.3141592653589793,0.3769911184307752,0.3455751918948773,-5303273004.630341
param_10,6,0.3769911184307752,0.439822971502571,0.4084070449666731,-4212651644.94911
param_10,7,0.439822971502571,0.5026548245743669,0.47123889803846897,-5284483143.70906
param_10,8,0.5026548245743669,0.5654866776461628,0.5340707511102649,-5089098047.769915
param_10,9,0.5654866776461628,0.6283185307179586,0.5969026041820606,-4437668189.070766
param_10,10,0.6283185307179586,0.6911503837897545,0.6597344572538566,-5274746226.960237
param_10,11,0.6911503837897545,0.7539822368615503,0.7225663103256523,-4985272579.996065
param_10,12,0.7539822368615503,0.8168140899333463,0.7853981633974483,-4438955695.003819
param_10,13,0.8168140899333463,0.8796459430051421,0.8482300164692442,-5359285939.381673
param_10,14,0.8796459430051421,0.9424777960769378,0.91106186954104,-4558423831.319039
param_10,15,0.9424777960769378,1.005309649148734,0.9738937226128359,-4648334552.123679
param_10,16,1.005309649148734,1.06814150222053,1.036725575684632,-5386827195.728677
param_10,17,1.06814150222053,1.130973355292326,1.099557428756428,-4566038217.889747
param_10,18,1.130973355292326,1.193805208364121,1.1623892818282235,-4711475693.424014
param_10,19,1.193805208364121,1.256637061435917,1.225221134900019,-5353532007.172792
param_10,20,1.256637061435917,1.319468914507713,1.288052987971815,-4120104666.351749
param_10,21,1.319468914507713,1.382300767579509,1.350884841043611,-5194584434.219389
param_10,22,1.382300767579509,1.445132620651305,1.413716694115407,-5311867609.969722
param_10,23,1.445132620651305,1.507964473723101,1.476548547187203,-4197386736.595263
param_10,24,1.507964473723101,1.570796326794897,1.539380400258999,-5215539718.71974
param_10,25,1.570796326794897,1.633628179866693,1.602212253330795,-5108106586.376727
param_10,26,1.633628179866693,1.696460032938488,1.6650441064025905,-4460093691.516586
param_10,27,1.696460032938488,1.759291886010284,1.727875959474386,-5258319162.218341
param_10,28,1.759291886010284,1.82212373908208,1.790707812546182,-4911318336.846514
param_10,29,1.82212373908208,1.884955592153876,1.8535396656179781,-4462986396.438386
param_10,30,1.884955592153876,1.947787445225672,1.916371518689774,-5323585386.609601
param_10,31,1.947787445225672,2.010619298297468,1.97920337176157,-4598039230.012953
param_10,32,2.010619298297468,2.073451151369264,2.0420352248333664,-4680469663.252316
param_10,33,2.073451151369264,2.13628300444106,2.104867077905162,-5381531405.630164
param_10,34,2.13628300444106,2.199114857512855,2.1676989309769574,-4408482221.83081
param_10,35,2.199114857512855,2.261946710584651,2.230530784048753,-4868616699.207663
param_10,36,2.261946710584651,2.324778563656447,2.2933626371205493,-5426250802.157043
param_10,37,2.324778563656447,2.387610416728243,2.356194490192345,-4138295434.954648
param_10,38,2.387610416728243,2.450442269800039,2.4190263432641412,-5217101656.922079
param_10,39,2.450442269800039,2.513274122871834,2.4818581963359367,-5383313861.239987
param_10,40,2.513274122871834,2.57610597594363,2.5446900494077322,-4189033831.370872
param_10,41,2.57610597594363,2.638937829015426,2.6075219024795278,-5249471991.298053
param_10,42,2.638937829015426,2.701769682087222,2.670353755551324,-5093475787.9691
param_10,43,2.701769682087222,2.764601535159018,2.7331856086231197,-4457862645.408654
param_10,44,2.764601535159018,2.827433388230814,2.796017461694916,-5352865597.77691
param_10,45,2.827433388230814,2.890265241302609,2.8588493147667116,-4900855965.312325
param_10,46,2.890265241302609,2.953097094374406,2.9216811678385075,-4478496327.91678
param_10,47,2.953097094374406,3.015928947446201,2.9845130209103035,-5304239068.282711
param_10,48,3.015928947446201,3.078760800517997,3.047344873982099,-4710543211.131694
param_10,49,3.078760800517997,3.141592653589793,3.1101767270538954,-4558689863.856091
param_10,50,3.141592653589793,3.204424506661589,3.173008580125691,-5397069004.69929
param_10,51,3.204424506661589,3.267256359733385,3.2358404331974873,-4445622690.481768
param_10,52,3.267256359733385,3.330088212805181,3.2986722862692828,-4887916290.779452
param_10,53,3.330088212805181,3.392920065876976,3.3615041393410783,-5402579126.681898
param_10,54,3.392920065876976,3.455751918948772,3.424335992412874,-4075075675.211867
param_10,55,3.455751918948772,3.518583772020568,3.48716784548467,-5264769587.76063
param_10,56,3.518583772020568,3.581415625092364,3.5499996985564657,-5290561327.391034
param_10,57,3.581415625092364,3.64424747816416,3.612831551628262,-4236728822.817059
param_10,58,3.64424747816416,3.707079331235956,3.6756634047000576,-5221863703.011509
param_10,59,3.707079331235956,3.769911184307751,3.738495257771853,-5050368181.184571
param_10,60,3.769911184307751,3.832743037379548,3.8013271108436495,-4354660132.507483
param_10,61,3.832743037379548,3.895574890451343,3.864158963915446,-5414440944.052199
param_10,62,3.895574890451343,3.95840674352314,3.9269908169872414,-4822702929.464983
param_10,63,3.95840674352314,4.021238596594936,3.9898226700590382,-4441195883.515312
param_10,64,4.021238596594936,4.084070449666731,4.052654523130833,-5294038700.905573
param_10,65,4.084070449666731,4.146902302738527,4.115486376202629,-4656839519.612901
param_10,66,4.146902302738527,4.209734155810323,4.178318229274424,-4517424071.410507
param_10,67,4.209734155810323,4.272566008882119,4.241150082346222,-5344907535.384956
param_10,68,4.272566008882119,4.335397861953915,4.303981935418017,-4374927762.585057
param_10,69,4.335397861953915,4.39822971502571,4.366813788489813,-4899631369.589301
param_10,70,4.39822971502571,4.461061568097507,4.429645641561608,-5386024408.313723
param_10,71,4.461061568097507,4.523893421169302,4.4924774946334045,-4054103888.422632
param_10,72,4.523893421169302,4.586725274241098,4.5553093477052,-5198663109.490349
param_10,73,4.586725274241098,4.649557127312894,4.618141200776996,-5261085275.487066
param_10,74,4.649557127312894,4.71238898038469,4.680973053848792,-4266576541.421669
param_10,75,4.71238898038469,4.775220833456485,4.743804906920587,-5189617199.827218
param_10,76,4.775220833456485,4.838052686528282,4.806636759992383,-4979666891.657904
param_10,77,4.838052686528282,4.900884539600077,4.869468613064179,-4458426058.447229
param_10,78,4.900884539600077,4.963716392671873,4.932300466135975,-5386450824.98134
param_10,79,4.963716392671873,5.026548245743669,4.995132319207771,-4644632489.389734
param_10,80,5.026548245743669,5.089380098815464,5.057964172279567,-4598988469.796487
param_10,81,5.089380098815464,5.15221195188726,5.120796025351362,-5296007255.62276
param_10,82,5.15221195188726,5.215043804959057,5.183627878423159,-4669991182.315548
param_10,83,5.215043804959057,5.277875658030853,5.246459731494955,-4577918631.511475
param_10,84,5.277875658030853,5.340707511102648,5.3092915845667505,-5401830798.52779
param_10,85,5.340707511102648,5.403539364174444,5.372123437638546,-4386564909.61571
param_10,86,5.403539364174444,5.466371217246239,5.434955290710342,-4954120807.37046
param_10,87,5.466371217246239,5.529203070318036,5.497787143782137,-5428257616.266603
param_10,88,5.529203070318036,5.592034923389832,5.560618996853934,-4072679654.20129
param_10,89,5.592034923389832,5.654866776461628,5.62345084992573,-5255846950.71319
param_10,90,5.654866776461628,5.717698629533423,5.686282702997525,-5273885345.47467
param_10,91,5.717698629533423,5.780530482605219,5.749114556069321,-4278667105.497068
param_10,92,5.780530482605219,5.843362335677015,5.811946409141116,-5278217690.177828
param_10,93,5.843362335677015,5.906194188748811,5.874778262212914,-5027894481.681771
param_10,94,5.906194188748811,5.969026041820607,5.937610115284709,-4476201438.425045
param_10,95,5.969026041820607,6.031857894892402,6.000441968356505,-5373653356.855893
param_10,96,6.031857894892402,6.094689747964199,6.0632738214283,-4654291308.454412
param_10,97,6.094689747964199,6.157521601035994,6.126105674500097,-4699826910.095689
param_10,98,6.157521601035994,6.220353454107791,6.188937527571893,-5275175259.654667
param_10,99,6.220353454107791,6.283185307179586,6.2517693806436885,0.0
param_11,0,0.0,0.12,0.06,0.0
param_11,1,0.12,0.24,0.18,0.0
param_11,2,0.24,0.36,0.3,0.0
param_11,3,0.36,0.48,0.42,0.0
param_11,4,0.48,0.6,0.54,-23252503307.66089
param_11,5,0.6,0.72,0.6599999999999999,-32416568998.0317
param_11,6,0.72,0.84,0.78,-8749952312.36733
param_11,7,0.84,0.96,0.8999999999999999,-19810473423.9952
param_11,8,0.96,1.08,1.02,-16979473175.47987
param_11,9,1.08,1.2,1.1400000000000001,-20247615512.1248
param_11,10,1.2,1.32,1.26,-32071679115.30088
param_11,11,1.32,1.44,1.38,-17236832207.49419
param_11,12,1.44,1.56,1.5,-10674567850.93134
param_11,13,1.56,1.68,1.62,-15520209608.41519
param_11,14,1.68,1.8,1.74,-9730670476.446499
param_11,15,1.8,1.92,1.8599999999999999,-10898403544.37523
param_11,16,1.92,2.04,1.98,-25504580007.21236
param_11,17,2.04,2.16,2.1,-15547424389.15065
param_11,18,2.16,2.28,2.2199999999999998,-10207662953.44642
param_11,19,2.28,2.4,2.34,-7584320448.297132
param_11,20,2.4,2.52,2.46,-8269582163.404111
param_11,21,2.52,2.64,2.58,-9143125723.640797
param_11,22,2.64,2.76,2.7,-4078730408.105431
param_11,23,2.76,2.88,2.82,-5609386034.894169
param_11,24,2.88,3.0,2.94,-2955075019.549987
param_11,25,3.0,3.12,3.06,-3864789709.106828
param_11,26,3.12,3.24,3.18,-10798397830.81318
param_11,27,3.24,3.36,3.3,-13108091856.25512
param_11,28,3.36,3.48,3.42,-5844913924.326802
param_11,29,3.48,3.6,3.54,-3279272475.700397
param_11,30,3.6,3.72,3.66,-3322788683.222316
param_11,31,3.72,3.84,3.7800000000000002,-4659700445.746407
param_11,32,3.84,3.96,3.9,-4320353984.053608
param_11,33,3.96,4.08,4.02,-3523715964.925666
param_11,34,4.08,4.2,4.140000000000001,-3080439453.231257
param_11,35,4.2,4.32,4.26,-4872551679.991824
param_11,36,4.32,4.44,4.380000000000001,-2846183630.470454
param_11,37,4.44,4.56,4.5,-4619781052.367563
param_11,38,4.56,4.68,4.619999999999999,-4167213902.901705
param_11,39,4.68,4.8,4.74,-15664480092.55718
param_11,40,4.8,4.92,4.859999999999999,-4610321320.185356
param_11,41,4.92,5.04,4.98,-5730349003.413951
param_11,42,5.04,5.16,5.1,-2643555875.418449
param_11,43,5.16,5.28,5.220000000000001,-3480408876.970394
param_11,44,5.28,5.4,5.34,-5364218622.897967
param_11,45,5.4,5.52,5.46,-3216217976.930119
param_11,46,5.52,5.64,5.58,-2228357056.482513
param_11,47,5.64,5.76,5.699999999999999,-4112888436.327025
param_11,48,5.76,5.88,5.82,-2147039496.343521
param_11,49,5.88,6.0,5.9399999999999995,-4229627951.413412
param_11,50,6.0,6.12,6.0600000000000005,-2315485879.301075
param_11,51,6.12,6.24,6.18,-1094560068.042741
param_11,52,6.24,6.36,6.300000000000001,-1865566011.391303
param_11,53,6.36,6.48,6.42,-1644882242.713672
param_11,54,6.48,6.6,6.54,-1420425162.363705
param_11,55,6.6,6.72,6.66,-2046250853.601799
param_11,56,6.72,6.84,6.779999999999999,-1265236483.267903
param_11,57,6.84,6.96,6.9,-4520332783.194105
param_11,58,6.96,7.08,7.02,-1095366883.135451
param_11,59,7.08,7.2,7.140000000000001,-1040135851.790789
param_11,60,7.2,7.32,7.26,-2731206317.967684
param_11,61,7.32,7.44,7.380000000000001,-1781613991.414025
param_11,62,7.44,7.56,7.5,-1169786605.289594
param_11,63,7.56,7.68,7.619999999999999,-987075029.0252562
param_11,64,7.68,7.8,7.74,-1487940365.96427
param_11,65,7.8,7.92,7.859999999999999,-1247683550.337241
param_11,66,7.92,8.04,7.9799999999999995,-1156271970.637773
param_11,67,8.04,8.16,8.1,-2021193427.537697
param_11,68,8.16,8.28,8.219999999999999,-1438715250.341958
param_11,69,8.28,8.4,8.34,-1465255287.028288
param_11,70,8.4,8.52,8.46,-1655968839.698353
param_11,71,8.52,8.64,8.58,-459184217.3464895
param_11,72,8.64,8.76,8.7,-1504367327.144395
param_11,73,8.76,8.88,8.82,-1623227543.08195
param_11,74,8.88,9.0,8.940000000000001,-854754141.8045044
param_11,75,9.0,9.12,9.059999999999999,-1546231921.529624
param_11,76,9.12,9.24,9.18,-493977671.5812773
param_11,77,9.24,9.36,9.3,-843563194.8529673
param_11,78,9.36,9.48,9.42,-722461619.4092928
param_11,79,9.48,9.6,9.54,-1343243552.522282
param_11,80,9.6,9.72,9.66,-1188524731.896931
param_11,81,9.72,9.84,9.780000000000001,-671857988.852598
param_11,82,9.84,9.96,9.9,-450558747.3369955
param_11,83,9.96,10.08,10.02,-1695394176.205999
param_11,84,10.08,10.2,10.14,-972373372.0005838
param_11,85,10.2,10.32,10.26,-592038657.9559127
param_11,86,10.32,10.44,10.379999999999999,-248134970.9683698
param_11,87,10.44,10.56,10.5,0.0
param_11,88,10.56,10.68,10.620000000000001,0.0
param_11,89,10.68,10.8,10.74,0.0
param_11,90,10.8,10.92,10.86,0.0
param_11,91,10.92,11.04,10.98,0.0
param_11,92,11.04,11.16,11.1,0.0
param_11,93,11.16,11.28,11.219999999999999,0.0
param_11,94,11.28,11.4,11.34,0.0
param_11,95,11.4,11.52,11.46,0.0
param_11,96,11.52,11.64,11.58,0.0
param_11,97,11.64,11.76,11.7,0.0
param_11,98,11.76,11.88,11.82,0.0
param_11,99,11.88,12.0,11.940000000000001,0.0
