parameter,bin_index,bin_left,bin_right,bin_center,exp_normalized_loglikelihood
param_5,9,0.5654866776461628,0.6283185307179586,0.5969026041820606,-5284286860.875498
param_5,10,0.6283185307179586,0.6911503837897545,0.6597344572538566,-4625419219.883446
param_5,11,0.6911503837897545,0.7539822368615503,0.7225663103256523,-5011702109.10043
param_5,12,0.7539822368615503,0.8168140899333463,0.7853981633974483,-5133363982.169412
param_5,13,0.8168140899333463,0.8796459430051421,0.8482300164692442,-4517442124.093344
param_5,14,0.8796459430051421,0.9424777960769378,0.91106186954104,-5203438788.896775
param_5,15,0.9424777960769378,1.005309649148734,0.9738937226128359,-4831482601.910627
param_5,16,1.005309649148734,1.06814150222053,1.036725575684632,-4679219098.148322
param_5,17,1.06814150222053,1.130973355292326,1.099557428756428,-5095476732.84729
param_5,18,1.130973355292326,1.193805208364121,1.1623892818282235,-4789779543.686984
param_5,19,1.193805208364121,1.256637061435917,1.225221134900019,-4688481633.745094
param_5,20,1.256637061435917,1.319468914507713,1.288052987971815,-4989115672.436566
param_5,21,1.319468914507713,1.382300767579509,1.350884841043611,-4731493889.297885
param_5,22,1.382300767579509,1.445132620651305,1.413716694115407,-4688106857.169314
param_5,23,1.445132620651305,1.507964473723101,1.476548547187203,-4973606630.908491
param_5,24,1.507964473723101,1.570796326794897,1.539380400258999,-4640529300.967518
param_5,25,1.570796326794897,1.633628179866693,1.602212253330795,-4579305120.626966
param_5,26,1.633628179866693,1.696460032938488,1.6650441064025905,-5067574032.989031
param_5,27,1.696460032938488,1.759291886010284,1.727875959474386,-4146943389.741131
param_5,28,1.759291886010284,1.82212373908208,1.790707812546182,-4994424484.714633
param_5,29,1.82212373908208,1.884955592153876,1.8535396656179781,-4862068843.443649
param_5,30,1.884955592153876,1.947787445225672,1.916371518689774,-4421632770.642992
param_5,31,1.947787445225672,2.010619298297468,1.97920337176157,-5033394804.379607
param_5,32,2.010619298297468,2.073451151369264,2.0420352248333664,-4696484438.686353
param_5,33,2.073451151369264,2.13628300444106,2.104867077905162,-4518923142.39173
param_5,34,2.13628300444106,2.199114857512855,2.1676989309769574,-5033700777.797566
param_5,35,2.199114857512855,2.261946710584651,2.230530784048753,-4712069097.16512
param_5,36,2.261946710584651,2.324778563656447,2.2933626371205493,-4634703355.802136
param_5,37,2.324778563656447,2.387610416728243,2.356194490192345,-5079439466.607099
param_5,38,2.387610416728243,2.450442269800039,2.4190263432641412,-4700338950.445577
param_5,39,2.450442269800039,2.513274122871834,2.4818581963359367,-4722643292.181973
param_5,40,2.513274122871834,2.57610597594363,2.5446900494077322,-5120693816.655486
param_5,41,2.57610597594363,2.638937829015426,2.6075219024795278,-4715981951.024557
param_5,42,2.638937829015426,2.701769682087222,2.670353755551324,-4669060499.126146
param_5,43,2.701769682087222,2.764601535159018,2.7331856086231197,-5320655892.623265
param_5,44,2.764601535159018,2.827433388230814,2.796017461694916,-4303294305.85311
param_5,45,2.827433388230814,2.890265241302609,2.8588493147667116,-5217697081.470487
param_5,46,2.890265241302609,2.953097094374406,2.9216811678385075,-5047512346.675135
param_5,47,2.953097094374406,3.015928947446201,2.9845130209103035,-4633240563.171702
param_5,48,3.015928947446201,3.078760800517997,3.047344873982099,-5273868257.131907
param_5,49,3.078760800517997,3.141592653589793,3.1101767270538954,-4911425561.11427
param_5,50,3.141592653589793,3.204424506661589,3.173008580125691,-4775320616.964859
param_5,51,3.204424506661589,3.267256359733385,3.2358404331974873,-5274701135.583873
param_5,52,3.267256359733385,3.330088212805181,3.2986722862692828,-4896342428.617999
param_5,53,3.330088212805181,3.392920065876976,3.3615041393410783,-4883226868.153531
param_5,54,3.392920065876976,3.455751918948772,3.424335992412874,-5245607209.446804
param_5,55,3.455751918948772,3.518583772020568,3.48716784548467,-4866312615.071764
param_5,56,3.518583772020568,3.581415625092364,3.5499996985564657,-4850153241.692818
param_5,57,3.581415625092364,3.64424747816416,3.612831551628262,-5304177383.346189
param_5,58,3.64424747816416,3.707079331235956,3.6756634047000576,-4796458039.094866
param_5,59,3.707079331235956,3.769911184307751,3.738495257771853,-4765831487.551697
param_5,60,3.769911184307751,3.832743037379548,3.8013271108436495,-5337304489.044029
param_5,61,3.832743037379548,3.895574890451343,3.864158963915446,-4422191620.989264
param_5,62,3.895574890451343,3.95840674352314,3.9269908169872414,-5233427692.063575
param_5,63,3.95840674352314,4.021238596594936,3.9898226700590382,-4903673602.531055
param_5,64,4.021238596594936,4.084070449666731,4.052654523130833,-4684643704.431545
param_5,65,4.084070449666731,4.146902302738527,4.115486376202629,-5172523178.858045
param_5,66,4.146902302738527,4.209734155810323,4.178318229274424,-4845837125.133737
param_5,67,4.209734155810323,4.272566008882119,4.241150082346222,-4635777250.291441
param_5,68,4.272566008882119,4.335397861953915,4.303981935418017,-5152363318.218305
param_5,69,4.335397861953915,4.39822971502571,4.366813788489813,-4793315443.17518
param_5,70,4.39822971502571,4.461061568097507,4.429645641561608,-4696604562.885723
param_5,71,4.461061568097507,4.523893421169302,4.4924774946334045,-5028947507.494976
param_5,72,4.523893421169302,4.586725274241098,4.5553093477052,-4619493820.641335
param_5,73,4.586725274241098,4.649557127312894,4.618141200776996,-4762239654.752894
param_5,74,4.649557127312894,4.71238898038469,4.680973053848792,-5040785206.794993
param_5,75,4.71238898038469,4.775220833456485,4.743804906920587,-4509572799.80668
param_5,76,4.775220833456485,4.838052686528282,4.806636759992383,-4729429760.438329
param_5,77,4.838052686528282,4.900884539600077,4.869468613064179,-5062745799.989467
param_5,78,4.900884539600077,4.963716392671873,4.932300466135975,-4326308120.147501
param_5,79,4.963716392671873,5.026548245743669,4.995132319207771,-5096430823.16513
param_5,80,5.026548245743669,5.089380098815464,5.057964172279567,-4778206673.223637
param_5,81,5.089380098815464,5.15221195188726,5.120796025351362,-4560256274.155796
param_5,82,5.15221195188726,5.215043804959057,5.183627878423159,-5067183232.492002
param_5,83,5.215043804959057,5.277875658030853,5.246459731494955,-4774118041.940286
param_5,84,5.277875658030853,5.340707511102648,5.3092915845667505,-4591644105.23672
param_5,85,5.340707511102648,5.403539364174444,5.372123437638546,-5161445717.58745
param_5,86,5.403539364174444,5.466371217246239,5.434955290710342,-4736213735.409016
param_5,87,5.466371217246239,5.529203070318036,5.497787143782137,-4825372402.383128
param_5,88,5.529203070318036,5.592034923389832,5.560618996853934,-5102236991.669154
param_5,89,5.592034923389832,5.654866776461628,5.62345084992573,-4699305038.851968
param_5,90,5.654866776461628,5.717698629533423,5.686282702997525,-4730136277.871463
param_5,91,5.717698629533423,5.780530482605219,5.749114556069321,-5269416149.40854
param_5,92,5.780530482605219,5.843362335677015,5.811946409141116,-4579413310.953685
param_5,93,5.843362335677015,5.906194188748811,5.874778262212914,-5033774828.84244
param_5,94,5.906194188748811,5.969026041820607,5.937610115284709,-5138352652.176621
param_5,95,5.969026041820607,6.031857894892402,6.000441968356505,-4618012536.939649
param_5,96,6.031857894892402,6.094689747964199,6.0632738214283,-5279693518.044362
param_5,97,6.094689747964199,6.157521601035994,6.126105674500097,-4933219061.293051
param_5,98,6.157521601035994,6.220353454107791,6.188937527571893,-4781219900.294039
param_5,99,6.220353454107791,6.283185307179586,6.2517693806436885,0.0
param_6,0,0.0,0.006999999999999999,0.0034999999999999996,-242943643320.7569
param_6,1,0.006999999999999999,0.014,0.010499999999999999,-4282718230.611884
param_6,2,0.014,0.021,0.0175,-2718362769.240885
param_6,3,0.021,0.028,0.0245,-3302416143.494972
param_6,4,0.028,0.035,0.0315,-3416653556.660597
param_6,5,0.035,0.042,0.038500000000000006,-3846124334.15178
param_6,6,0.042,0.04899999999999999,0.0455,-3867018686.07133
param_6,7,0.04899999999999999,0.05599999999999999,0.05249999999999999,-3841844849.327688
param_6,8,0.05599999999999999,0.063,0.0595,-3407773062.62566
param_6,9,0.063,0.07,0.0665,-3202221299.970584
param_6,10,0.07,0.077,0.07350000000000001,-3817665472.299911
param_6,11,0.077,0.08399999999999999,0.08049999999999999,-3654548409.214174
param_6,12,0.08399999999999999,0.091,0.0875,-3963824108.542639
param_6,13,0.091,0.09799999999999999,0.0945,-3468305891.191595
param_6,14,0.09799999999999999,0.105,0.10149999999999999,-3534517043.101815
param_6,15,0.105,0.112,0.1085,-3345310719.630127
param_6,16,0.112,0.119,0.11549999999999999,-4096659257.024147
param_6,17,0.119,0.126,0.1225,-3521509630.497534
param_6,18,0.126,0.133,0.1295,-3439460791.261443
param_6,19,0.133,0.14,0.1365,-3609453347.896031
param_6,20,0.14,0.147,0.14350000000000002,-3131710427.3728
param_6,21,0.147,0.154,0.1505,-3931664052.287455
param_6,22,0.154,0.161,0.1575,-3849610337.154358
param_6,23,0.161,0.168,0.1645,-4035436109.458436
param_6,24,0.168,0.175,0.17149999999999999,-3747970319.246992
param_6,25,0.175,0.182,0.1785,-3080908613.631546
param_6,26,0.182,0.189,0.1855,-3529343891.760013
param_6,27,0.189,0.196,0.1925,-4106920587.040445
param_6,28,0.196,0.203,0.1995,-3729249832.266075
param_6,29,0.203,0.21,0.20650000000000002,-3368816176.626186
param_6,30,0.21,0.217,0.2135,-2988338364.631441
param_6,31,0.217,0.224,0.2205,-3919527290.189585
param_6,32,0.224,0.231,0.2275,-3972092919.233066
param_6,33,0.231,0.238,0.2345,-3739572327.006735
param_6,34,0.238,0.245,0.2415,-2922103128.231299
param_6,35,0.245,0.252,0.2485,-3387747738.480919
param_6,36,0.252,0.259,0.2555,-3566438742.676404
param_6,37,0.259,0.266,0.2625,-3565930926.132496
param_6,38,0.266,0.273,0.2695,-3728642357.529692
param_6,39,0.273,0.28,0.2765,-3722517777.26662
param_6,40,0.28,0.287,0.2835,-3431277363.940474
param_6,41,0.287,0.294,0.2905,-3533532421.321408
param_6,42,0.294,0.301,0.2975,-3563629367.558731
param_6,43,0.301,0.308,0.3045,-2857676565.572732
param_6,44,0.308,0.3149999999999999,0.31149999999999994,-3395400204.293522
param_6,45,0.3149999999999999,0.322,0.31849999999999995,-3878009659.608879
param_6,46,0.322,0.329,0.3255,-3454161733.163218
param_6,47,0.329,0.336,0.3325,-3078537527.834854
param_6,48,0.336,0.343,0.3395,-3054029020.742545
param_6,49,0.343,0.35,0.34650000000000003,-2952638913.227254
param_6,50,0.35,0.357,0.3535,-3499862292.44829
param_6,51,0.357,0.364,0.3605,-3160023873.346425
param_6,52,0.364,0.3709999999999999,0.36749999999999994,-3211194549.6247
param_6,53,0.3709999999999999,0.3779999999999999,0.3744999999999999,-3628482318.574264
param_6,54,0.3779999999999999,0.385,0.38149999999999995,-3722887766.744089
param_6,55,0.385,0.392,0.3885,-3234182428.220336
param_6,56,0.392,0.399,0.3955,-2640208427.585075
param_6,57,0.399,0.4059999999999999,0.40249999999999997,-3513083312.509763
param_6,58,0.4059999999999999,0.413,0.4095,-3510033368.483553
param_6,59,0.413,0.42,0.4165,-2746556932.263606
param_6,60,0.42,0.4269999999999999,0.42349999999999993,-2527490771.576607
param_6,61,0.4269999999999999,0.434,0.43049999999999994,-2242499645.212494
param_6,62,0.434,0.4409999999999999,0.43749999999999994,-2118743174.176185
param_6,63,0.4409999999999999,0.448,0.44449999999999995,-1887777140.329893
param_6,64,0.448,0.455,0.4515,-2179076860.459614
param_6,65,0.455,0.462,0.4585,-2259578264.075411
param_6,66,0.462,0.469,0.4655,-2110164274.315698
param_6,67,0.469,0.4759999999999999,0.4724999999999999,-2072313230.592116
param_6,68,0.4759999999999999,0.483,0.4794999999999999,-1974951288.675409
param_6,69,0.483,0.49,0.4865,-2126777657.878989
param_6,70,0.49,0.4969999999999999,0.49349999999999994,-1909646299.864235
param_6,71,0.4969999999999999,0.504,0.5005,-1334236593.119635
param_6,72,0.504,0.5109999999999999,0.5075,-1036604169.815375
param_6,73,0.5109999999999999,0.518,0.5145,-1067875052.736979
param_6,74,0.518,0.525,0.5215000000000001,-759614165.0900085
param_6,75,0.525,0.5319999999999999,0.5285,-705262188.9886062
param_6,76,0.5319999999999999,0.539,0.5355,-659578906.8244377
param_6,77,0.539,0.5459999999999999,0.5425,-752702774.8772752
param_6,78,0.5459999999999999,0.5529999999999999,0.5494999999999999,-419692056.0804275
param_6,79,0.5529999999999999,0.56,0.5565,-473710541.6846987
param_6,80,0.56,0.567,0.5635,-245106892.281245
param_6,81,0.567,0.574,0.5705,-434364120.9663578
param_6,82,0.574,0.581,0.5774999999999999,-426133150.9102142
param_6,83,0.581,0.588,0.5845,-243066006.5164352
param_6,84,0.588,0.595,0.5914999999999999,-273733773.3641545
param_6,85,0.595,0.602,0.5985,-208280491.2469673
param_6,86,0.602,0.609,0.6054999999999999,-344942224.8741901
param_6,87,0.609,0.616,0.6125,-231637588.8164737
param_6,88,0.616,0.623,0.6194999999999999,-136589287.0531597
param_6,89,0.623,0.6299999999999999,0.6265,-138254440.6094432
param_6,90,0.6299999999999999,0.637,0.6335,-85646159.76157473
param_6,91,0.637,0.6439999999999999,0.6405,-85406623.0503252
param_6,92,0.6439999999999999,0.6509999999999999,0.6475,-40676177.77547223
param_6,93,0.6509999999999999,0.6579999999999999,0.6544999999999999,-572212.181291204
param_6,94,0.6579999999999999,0.665,0.6615,-1363116.84592997
param_6,95,0.665,0.6719999999999999,0.6685,-324619.8097490782
param_6,96,0.6719999999999999,0.6789999999999999,0.6755,-646415.8625502595
param_6,97,0.6789999999999999,0.6859999999999999,0.6824999999999999,-323423.7530710032
param_6,98,0.6859999999999999,0.693,0.6895,0.0
param_6,99,0.693,0.7,0.6964999999999999,0.0
param_7,0,0.0,0.006999999999999999,0.0034999999999999996,-246321185773.2449
param_7,1,0.006999999999999999,0.014,0.010499999999999999,-4277134161.764493
param_7,2,0.014,0.021,0.0175,-2727299222.439001
param_7,3,0.021,0.028,0.0245,-3300073716.901825
param_7,4,0.028,0.035,0.0315,-3415141303.772614
param_7,5,0.035,0.042,0.038500000000000006,-3800723297.496353
param_7,6,0.042,0.04899999999999999,0.0455,-3854309792.684249
param_7,7,0.04899999999999999,0.05599999999999999,0.05249999999999999,-3826547476.577044
param_7,8,0.05599999999999999,0.063,0.0595,-3429378893.248389
param_7,9,0.063,0.07,0.0665,-3200925277.436444
param_7,10,0.07,0.077,0.07350000000000001,-3809090632.939168
param_7,11,0.077,0.08399999999999999,0.08049999999999999,-3632736509.43477
param_7,12,0.08399999999999999,0.091,0.0875,-3935007799.826805
param_7,13,0.091,0.09799999999999999,0.0945,-3460039623.859888
param_7,14,0.09799999999999999,0.105,0.10149999999999999,-3535163566.313111
param_7,15,0.105,0.112,0.1085,-3322295190.925609
param_7,16,0.112,0.119,0.11549999999999999,-4044563921.206769
param_7,17,0.119,0.126,0.1225,-3499460050.875938
param_7,18,0.126,0.133,0.1295,-3413302882.751977
param_7,19,0.133,0.14,0.1365,-3569985844.327846
param_7,20,0.14,0.147,0.14350000000000002,-3113394240.110993
param_7,21,0.147,0.154,0.1505,-3915933217.174405
param_7,22,0.154,0.161,0.1575,-3816819266.220998
param_7,23,0.161,0.168,0.1645,-4027203456.025287
param_7,24,0.168,0.175,0.17149999999999999,-3694832304.234592
param_7,25,0.175,0.182,0.1785,-3043312087.219783
param_7,26,0.182,0.189,0.1855,-3490402676.797915
param_7,27,0.189,0.196,0.1925,-4018618997.048001
param_7,28,0.196,0.203,0.1995,-3661785346.793633
param_7,29,0.203,0.21,0.20650000000000002,-3282172699.004906
param_7,30,0.21,0.217,0.2135,-2904449025.243917
param_7,31,0.217,0.224,0.2205,-3814965779.316021
param_7,32,0.224,0.231,0.2275,-3909994191.477906
param_7,33,0.231,0.238,0.2345,-3712932325.108331
param_7,34,0.238,0.245,0.2415,-2872156002.249147
param_7,35,0.245,0.252,0.2485,-3265498790.65812
param_7,36,0.252,0.259,0.2555,-3468196968.588667
param_7,37,0.259,0.266,0.2625,-3526403357.535217
param_7,38,0.266,0.273,0.2695,-3632942036.207791
param_7,39,0.273,0.28,0.2765,-3704233927.775826
param_7,40,0.28,0.287,0.2835,-3339555349.210046
param_7,41,0.287,0.294,0.2905,-3458782854.195767
param_7,42,0.294,0.301,0.2975,-3468041376.666992
param_7,43,0.301,0.308,0.3045,-2796052010.55868
param_7,44,0.308,0.3149999999999999,0.31149999999999994,-3353450757.605933
param_7,45,0.3149999999999999,0.322,0.31849999999999995,-3826670968.90995
param_7,46,0.322,0.329,0.3255,-3433894681.521867
param_7,47,0.329,0.336,0.3325,-3005212960.587424
param_7,48,0.336,0.343,0.3395,-2977995580.916309
param_7,49,0.343,0.35,0.34650000000000003,-2922362106.554975
param_7,50,0.35,0.357,0.3535,-3483433006.87738
param_7,51,0.357,0.364,0.3605,-3083036098.325173
param_7,52,0.364,0.3709999999999999,0.36749999999999994,-3169659097.525085
param_7,53,0.3709999999999999,0.3779999999999999,0.3744999999999999,-3534808855.39402
param_7,54,0.3779999999999999,0.385,0.38149999999999995,-3697675510.233171
param_7,55,0.385,0.392,0.3885,-3193854809.56602
param_7,56,0.392,0.399,0.3955,-2574581659.656817
param_7,57,0.399,0.4059999999999999,0.40249999999999997,-3444658892.637773
param_7,58,0.4059999999999999,0.413,0.4095,-3496724970.87315
param_7,59,0.413,0.42,0.4165,-2743645366.565746
param_7,60,0.42,0.4269999999999999,0.42349999999999993,-2449576077.593154
param_7,61,0.4269999999999999,0.434,0.43049999999999994,-2209379243.553608
param_7,62,0.434,0.4409999999999999,0.43749999999999994,-2066960568.592236
param_7,63,0.4409999999999999,0.448,0.44449999999999995,-1835856693.862241
param_7,64,0.448,0.455,0.4515,-2152683922.340237
param_7,65,0.455,0.462,0.4585,-2220012624.6075
param_7,66,0.462,0.469,0.4655,-2038560225.591441
param_7,67,0.469,0.4759999999999999,0.4724999999999999,-2011031717.283401
param_7,68,0.4759999999999999,0.483,0.4794999999999999,-1930546556.57459
param_7,69,0.483,0.49,0.4865,-2066352308.974191
param_7,70,0.49,0.4969999999999999,0.49349999999999994,-1875421153.166631
param_7,71,0.4969999999999999,0.504,0.5005,-1287339737.561568
param_7,72,0.504,0.5109999999999999,0.5075,-1000461339.969776
param_7,73,0.5109999999999999,0.518,0.5145,-1062890316.530058
param_7,74,0.518,0.525,0.5215000000000001,-741573872.8929908
param_7,75,0.525,0.5319999999999999,0.5285,-685112327.8584903
param_7,76,0.5319999999999999,0.539,0.5355,-624822602.8303509
param_7,77,0.539,0.5459999999999999,0.5425,-720778250.7333602
param_7,78,0.5459999999999999,0.5529999999999999,0.5494999999999999,-403682141.179562
param_7,79,0.5529999999999999,0.56,0.5565,-461958943.4403672
param_7,80,0.56,0.567,0.5635,-234770195.9290775
param_7,81,0.567,0.574,0.5705,-414001203.9282123
param_7,82,0.574,0.581,0.5774999999999999,-416402524.354268
param_7,83,0.581,0.588,0.5845,-234258656.3638313
param_7,84,0.588,0.595,0.5914999999999999,-266386075.770279
param_7,85,0.595,0.602,0.5985,-199421364.399206
param_7,86,0.602,0.609,0.6054999999999999,-339937508.2585551
param_7,87,0.609,0.616,0.6125,-233301613.6812311
param_7,88,0.616,0.623,0.6194999999999999,-124231646.8169396
param_7,89,0.623,0.6299999999999999,0.6265,-136659078.348228
param_7,90,0.6299999999999999,0.637,0.6335,-73647704.8330262
param_7,91,0.637,0.6439999999999999,0.6405,-73567355.55439177
param_7,92,0.6439999999999999,0.6509999999999999,0.6475,-36205827.50104287
param_7,93,0.6509999999999999,0.6579999999999999,0.6544999999999999,-420048.733132804
param_7,94,0.6579999999999999,0.665,0.6615,-1295614.89140359
param_7,95,0.665,0.6719999999999999,0.6685,-284772.8844821346
param_7,96,0.6719999999999999,0.6789999999999999,0.6755,-561677.6686538069
param_7,97,0.6789999999999999,0.6859999999999999,0.6824999999999999,-280628.6594041341
param_7,98,0.6859999999999999,0.693,0.6895,0.0
param_7,99,0.693,0.7,0.6964999999999999,0.0
param_8,0,0.0,0.006999999999999999,0.0034999999999999996,-357733850938.4824
param_8,1,0.006999999999999999,0.014,0.010499999999999999,-3183259307.473937
param_8,2,0.014,0.021,0.0175,-4720391152.683652
param_8,3,0.021,0.028,0.0245,-1830524333.154932
param_8,4,0.028,0.035,0.0315,-1711845635.241495
param_8,5,0.035,0.042,0.038500000000000006,-2471698968.956329
param_8,6,0.042,0.04899999999999999,0.0455,-626444395.8634677
param_8,7,0.04899999999999999,0.05599999999999999,0.05249999999999999,-2273551030.96688
param_8,8,0.05599999999999999,0.063,0.0595,-1742717090.675381
param_8,9,0.063,0.07,0.0665,-930116482.0564493
param_8,10,0.07,0.077,0.07350000000000001,-4760096066.5352
param_8,11,0.077,0.08399999999999999,0.08049999999999999,-2168385910.095352
param_8,12,0.08399999999999999,0.091,0.0875,-1118559634.070736
param_8,13,0.091,0.09799999999999999,0.0945,-1262355008.775608
param_8,14,0.09799999999999999,0.105,0.10149999999999999,-555320159.4659177
param_8,15,0.105,0.112,0.1085,-1343305566.508118
param_8,16,0.112,0.119,0.11549999999999999,-4811477208.154014
param_8,17,0.119,0.126,0.1225,-7069225965.525495
param_8,18,0.126,0.133,0.1295,-1776896156.423396
param_8,19,0.133,0.14,0.1365,-2160096632.42992
param_8,20,0.14,0.147,0.14350000000000002,-2042307840.56428
param_8,21,0.147,0.154,0.1505,-2097115981.438505
param_8,22,0.154,0.161,0.1575,-527335924.3704094
param_8,23,0.161,0.168,0.1645,-2524048049.059413
param_8,24,0.168,0.175,0.17149999999999999,-2817921850.610573
param_8,25,0.175,0.182,0.1785,-1665418797.832128
param_8,26,0.182,0.189,0.1855,-2574188713.296824
param_8,27,0.189,0.196,0.1925,-1684279459.299976
param_8,28,0.196,0.203,0.1995,-232499762.7474867
param_8,29,0.203,0.21,0.20650000000000002,-696208314.6920273
param_8,30,0.21,0.217,0.2135,-1100511343.755675
param_8,31,0.217,0.224,0.2205,-964411061.2732483
param_8,32,0.224,0.231,0.2275,-1844966932.152169
param_8,33,0.231,0.238,0.2345,-2305823817.880798
param_8,34,0.238,0.245,0.2415,-2732355480.615241
param_8,35,0.245,0.252,0.2485,-2222429740.314079
param_8,36,0.252,0.259,0.2555,-4971478207.2144
param_8,37,0.259,0.266,0.2625,-710391247.0826215
param_8,38,0.266,0.273,0.2695,-1449133168.822101
param_8,39,0.273,0.28,0.2765,-1009568433.665151
param_8,40,0.28,0.287,0.2835,-2998881183.684474
param_8,41,0.287,0.294,0.2905,-1152128089.347473
param_8,42,0.294,0.301,0.2975,-902910434.8479989
param_8,43,0.301,0.308,0.3045,-512722270.3086173
param_8,44,0.308,0.3149999999999999,0.31149999999999994,-5562051426.329494
param_8,45,0.3149999999999999,0.322,0.31849999999999995,-3294425694.375023
param_8,46,0.322,0.329,0.3255,-1777806058.138608
param_8,47,0.329,0.336,0.3325,-1439878495.827523
param_8,48,0.336,0.343,0.3395,-2853632645.338403
param_8,49,0.343,0.35,0.34650000000000003,-309939717.6052421
param_8,50,0.35,0.357,0.3535,-1186248617.219661
param_8,51,0.357,0.364,0.3605,-403969587.0796124
param_8,52,0.364,0.3709999999999999,0.36749999999999994,-433049364.8517562
param_8,53,0.3709999999999999,0.3779999999999999,0.3744999999999999,-1221649927.670362
param_8,54,0.3779999999999999,0.385,0.38149999999999995,-891921636.7363186
param_8,55,0.385,0.392,0.3885,-1063032592.842785
param_8,56,0.392,0.399,0.3955,-1920409697.862649
param_8,57,0.399,0.4059999999999999,0.40249999999999997,-137498442.8401138
param_8,58,0.4059999999999999,0.413,0.4095,-1071090748.905081
param_8,59,0.413,0.42,0.4165,-283311374.1507592
param_8,60,0.42,0.4269999999999999,0.42349999999999993,-1081445007.384881
param_8,61,0.4269999999999999,0.434,0.43049999999999994,-862174552.4259012
param_8,62,0.434,0.4409999999999999,0.43749999999999994,-3536453032.030975
param_8,63,0.4409999999999999,0.448,0.44449999999999995,-598810171.4100784
param_8,64,0.448,0.455,0.4515,-1996753351.196251
param_8,65,0.455,0.462,0.4585,-1485719529.739684
param_8,66,0.462,0.469,0.4655,-577045319.8023899
param_8,67,0.469,0.4759999999999999,0.4724999999999999,-709875660.4180763
param_8,68,0.4759999999999999,0.483,0.4794999999999999,-1406855179.315778
param_8,69,0.483,0.49,0.4865,-208176317.3948345
param_8,70,0.49,0.4969999999999999,0.49349999999999994,-582964773.6071019
param_8,71,0.4969999999999999,0.504,0.5005,0.0
param_8,72,0.504,0.5109999999999999,0.5075,0.0
param_8,73,0.5109999999999999,0.518,0.5145,0.0
param_8,74,0.518,0.525,0.5215000000000001,0.0
param_8,75,0.525,0.5319999999999999,0.5285,0.0
param_8,76,0.5319999999999999,0.539,0.5355,0.0
param_8,77,0.539,0.5459999999999999,0.5425,0.0
param_8,78,0.5459999999999999,0.5529999999999999,0.5494999999999999,0.0
param_8,79,0.5529999999999999,0.56,0.5565,0.0
param_8,80,0.56,0.567,0.5635,0.0
param_8,81,0.567,0.574,0.5705,0.0
param_8,82,0.574,0.581,0.5774999999999999,0.0
param_8,83,0.581,0.588,0.5845,0.0
param_8,84,0.588,0.595,0.5914999999999999,0.0
param_8,85,0.595,0.602,0.5985,0.0
param_8,86,0.602,0.609,0.6054999999999999,0.0
param_8,87,0.609,0.616,0.6125,0.0
param_8,88,0.616,0.623,0.6194999999999999,0.0
param_8,89,0.623,0.6299999999999999,0.6265,0.0
param_8,90,0.6299999999999999,0.637,0.6335,0.0
param_8,91,0.637,0.6439999999999999,0.6405,0.0
param_8,92,0.6439999999999999,0.6509999999999999,0.6475,0.0
param_8,93,0.6509999999999999,0.6579999999999999,0.6544999999999999,0.0
param_8,94,0.6579999999999999,0.665,0.6615,0.0
param_8,95,0.665,0.6719999999999999,0.6685,0.0
param_8,96,0.6719999999999999,0.6789999999999999,0.6755,0.0
param_8,97,0.6789999999999999,0.6859999999999999,0.6824999999999999,0.0
param_8,98,0.6859999999999999,0.693,0.6895,0.0
param_8,99,0.693,0.7,0.6964999999999999,0.0
param_9,0,0.0,0.03141592653589793,0.015707963267948963,-4169320152.714595
param_9,1,0.03141592653589793,0.06283185307179587,0.047123889803846894,-2884066458.300342
param_9,2,0.06283185307179587,0.09424777960769379,0.07853981633974483,-3128740128.716152
param_9,3,0.09424777960769379,0.1256637061435917,0.10995574287564275,-3461516099.216162
param_9,4,0.1256637061435917,0.1570796326794897,0.14137166941154072,-2913774468.058813
param_9,5,0.1570796326794897,0.1884955592153876,0.17278759594743864,-3217015152.52298
param_9,6,0.1884955592153876,0.2199114857512855,0.20420352248333656,-2140762519.467814
param_9,7,0.2199114857512855,0.2513274122871835,0.2356194490192345,-1828459569.735775
param_9,8,0.2513274122871835,0.2827433388230814,0.26703537555513246,-3312513105.661477
param_9,9,0.2827433388230814,0.3141592653589793,0.2984513020910303,-6505949082.297819
param_9,10,0.3141592653589793,0.3455751918948772,0.32986722862692824,-7297611434.547605
param_9,11,0.3455751918948772,0.3769911184307752,0.36128315516282616,-2227573886.966753
param_9,12,0.3769911184307752,0.4084070449666731,0.39269908169872414,-13579220115.10435
param_9,13,0.4084070449666731,0.439822971502571,0.42411500823462206,-3397121359.546478
param_9,14,0.439822971502571,0.4712388980384689,0.45553093477052,-3153284243.592604
param_9,15,0.4712388980384689,0.5026548245743669,0.48694686130641796,-3402466795.532669
param_9,16,0.5026548245743669,0.5340707511102649,0.5183627878423159,-6231820142.605103
param_9,17,0.5340707511102649,0.5654866776461628,0.5497787143782138,-4066689556.544057
param_9,18,0.5654866776461628,0.5969026041820606,0.5811946409141118,-4313496092.220104
param_9,19,0.5969026041820606,0.6283185307179586,0.6126105674500096,-13679663858.03651
param_9,20,0.6283185307179586,0.6597344572538566,0.6440264939859076,-2488217481.429353
param_9,21,0.6597344572538566,0.6911503837897545,0.6754424205218055,-2861664555.298666
param_9,22,0.6911503837897545,0.7225663103256523,0.7068583470577035,-4404497081.841129
param_9,23,0.7225663103256523,0.7539822368615503,0.7382742735936013,-5876032521.584019
